Genotype,loc,Yield,Stage,Module,Year,Seas,Env
MT5139,Agusan,3.896317424,1,2,2012,DS,AguD
MT5139,Bohol,3.361737057,1,2,2012,DS,BohD
MT5139,Laguna,4.716924407,1,2,2012,DS,LagD
MT5139,Nueva Ecija,7.984604565,1,2,2012,DS,NueD
MT5140,Agusan,3.607087052,1,2,2012,DS,AguD
MT5140,Bohol,3.568749192,1,2,2012,DS,BohD
MT5140,Laguna,4.311918921,1,2,2012,DS,LagD
MT5140,Nueva Ecija,7.247665851,1,2,2012,DS,NueD
MT5141,Agusan,4.709425099,1,2,2012,DS,AguD
MT5141,Bohol,4.576118258,1,2,2012,DS,BohD
MT5141,Laguna,5.649303407,1,2,2012,DS,LagD
MT5141,Nueva Ecija,8.461741657,1,2,2012,DS,NueD
MT5142,Agusan,4.281775367,1,2,2012,DS,AguD
MT5142,Bohol,4.197140624,1,2,2012,DS,BohD
MT5142,Laguna,5.251760707,1,2,2012,DS,LagD
MT5142,Nueva Ecija,8.204138379,1,2,2012,DS,NueD
MT5143,Agusan,4.140082032,1,2,2012,DS,AguD
MT5143,Bohol,3.888099674,1,2,2012,DS,BohD
MT5143,Laguna,5.128009208,1,2,2012,DS,LagD
MT5143,Nueva Ecija,8.01045057,1,2,2012,DS,NueD
MT5144,Agusan,4.480772961,1,2,2012,DS,AguD
MT5144,Bohol,4.444483708,1,2,2012,DS,BohD
MT5144,Laguna,5.396395165,1,2,2012,DS,LagD
MT5144,Nueva Ecija,8.509315178,1,2,2012,DS,NueD
MT5145,Agusan,4.778434095,1,2,2012,DS,AguD
MT5145,Bohol,4.158863207,1,2,2012,DS,BohD
MT5145,Laguna,4.568032665,1,2,2012,DS,LagD
MT5145,Nueva Ecija,8.376298033,1,2,2012,DS,NueD
MT5146,Agusan,2.894038811,1,2,2012,DS,AguD
MT5146,Bohol,3.557624215,1,2,2012,DS,BohD
MT5146,Laguna,4.56257339,1,2,2012,DS,LagD
MT5146,Nueva Ecija,7.209923038,1,2,2012,DS,NueD
MT5147,Agusan,3.044060523,1,2,2012,DS,AguD
MT5147,Bohol,3.204905639,1,2,2012,DS,BohD
MT5147,Laguna,4.179127317,1,2,2012,DS,LagD
MT5147,Nueva Ecija,7.282205041,1,2,2012,DS,NueD
MT5148,Agusan,3.188604861,1,2,2012,DS,AguD
MT5148,Bohol,3.270621806,1,2,2012,DS,BohD
MT5148,Laguna,4.190557542,1,2,2012,DS,LagD
MT5148,Nueva Ecija,7.141084718,1,2,2012,DS,NueD
MT5149,Agusan,3.353327705,1,2,2012,DS,AguD
MT5149,Bohol,3.442116929,1,2,2012,DS,BohD
MT5149,Laguna,4.397216634,1,2,2012,DS,LagD
MT5149,Nueva Ecija,7.707902981,1,2,2012,DS,NueD
MT5150,Agusan,4.359334725,1,2,2012,DS,AguD
MT5150,Bohol,4.158771767,1,2,2012,DS,BohD
MT5150,Laguna,5.08011033,1,2,2012,DS,LagD
MT5150,Nueva Ecija,8.111148364,1,2,2012,DS,NueD
MT5151,Agusan,2.93446238,1,2,2012,DS,AguD
MT5151,Bohol,3.31270606,1,2,2012,DS,BohD
MT5151,Laguna,4.5650462,1,2,2012,DS,LagD
MT5151,Nueva Ecija,6.927510442,1,2,2012,DS,NueD
MT5152,Agusan,4.170212442,1,2,2012,DS,AguD
MT5152,Bohol,3.906018956,1,2,2012,DS,BohD
MT5152,Laguna,5.248252384,1,2,2012,DS,LagD
MT5152,Nueva Ecija,7.83247101,1,2,2012,DS,NueD
MT5153,Agusan,4.536187975,1,2,2012,DS,AguD
MT5153,Bohol,4.218706922,1,2,2012,DS,BohD
MT5153,Laguna,5.57893091,1,2,2012,DS,LagD
MT5153,Nueva Ecija,7.999087695,1,2,2012,DS,NueD
MT5154,Agusan,4.222017884,1,2,2012,DS,AguD
MT5154,Bohol,4.051262122,1,2,2012,DS,BohD
MT5154,Laguna,5.367493693,1,2,2012,DS,LagD
MT5154,Nueva Ecija,8.065222203,1,2,2012,DS,NueD
MT5155,Agusan,3.927907659,1,2,2012,DS,AguD
MT5155,Bohol,3.835960092,1,2,2012,DS,BohD
MT5155,Laguna,4.817479949,1,2,2012,DS,LagD
MT5155,Nueva Ecija,7.728403733,1,2,2012,DS,NueD
MT5156,Agusan,4.530301427,1,2,2012,DS,AguD
MT5156,Bohol,4.26534402,1,2,2012,DS,BohD
MT5156,Laguna,5.091024226,1,2,2012,DS,LagD
MT5156,Nueva Ecija,8.085239122,1,2,2012,DS,NueD
MT5157,Agusan,4.427934882,1,2,2012,DS,AguD
MT5157,Bohol,3.7772442,1,2,2012,DS,BohD
MT5157,Laguna,4.829167582,1,2,2012,DS,LagD
MT5157,Nueva Ecija,7.895121791,1,2,2012,DS,NueD
MT5158,Agusan,4.004541007,1,2,2012,DS,AguD
MT5158,Bohol,4.072766377,1,2,2012,DS,BohD
MT5158,Laguna,4.844162864,1,2,2012,DS,LagD
MT5158,Nueva Ecija,7.738126903,1,2,2012,DS,NueD
MT5159,Agusan,3.953763312,1,2,2012,DS,AguD
MT5159,Bohol,4.475826996,1,2,2012,DS,BohD
MT5159,Laguna,5.352399194,1,2,2012,DS,LagD
MT5159,Nueva Ecija,8.023033105,1,2,2012,DS,NueD
MT5160,Agusan,3.233693456,1,2,2012,DS,AguD
MT5160,Bohol,3.307436166,1,2,2012,DS,BohD
MT5160,Laguna,4.341218832,1,2,2012,DS,LagD
MT5160,Nueva Ecija,7.468310308,1,2,2012,DS,NueD
MT5161,Agusan,3.867495452,1,2,2012,DS,AguD
MT5161,Bohol,3.294681488,1,2,2012,DS,BohD
MT5161,Laguna,5.043086002,1,2,2012,DS,LagD
MT5161,Nueva Ecija,7.657777184,1,2,2012,DS,NueD
MT5162,Agusan,3.024550692,1,2,2012,DS,AguD
MT5162,Bohol,2.703910369,1,2,2012,DS,BohD
MT5162,Laguna,4.426476648,1,2,2012,DS,LagD
MT5162,Nueva Ecija,6.94022331,1,2,2012,DS,NueD
MT5163,Agusan,4.105815776,1,2,2012,DS,AguD
MT5163,Bohol,4.238800813,1,2,2012,DS,BohD
MT5163,Laguna,5.072803101,1,2,2012,DS,LagD
MT5163,Nueva Ecija,8.209393194,1,2,2012,DS,NueD
MT5164,Agusan,3.557914059,1,2,2012,DS,AguD
MT5164,Bohol,3.707856013,1,2,2012,DS,BohD
MT5164,Laguna,4.985348564,1,2,2012,DS,LagD
MT5164,Nueva Ecija,7.768446499,1,2,2012,DS,NueD
MT5165,Agusan,3.710056397,1,2,2012,DS,AguD
MT5165,Bohol,3.622748158,1,2,2012,DS,BohD
MT5165,Laguna,4.795137794,1,2,2012,DS,LagD
MT5165,Nueva Ecija,7.629870473,1,2,2012,DS,NueD
MT5166,Agusan,2.666035661,1,2,2012,DS,AguD
MT5166,Bohol,2.663315256,1,2,2012,DS,BohD
MT5166,Laguna,3.710773798,1,2,2012,DS,LagD
MT5166,Nueva Ecija,6.60749294,1,2,2012,DS,NueD
MT5167,Agusan,3.723186035,1,2,2012,DS,AguD
MT5167,Bohol,3.298845493,1,2,2012,DS,BohD
MT5167,Laguna,4.642984916,1,2,2012,DS,LagD
MT5167,Nueva Ecija,7.540526726,1,2,2012,DS,NueD
MT5168,Agusan,4.231951058,1,2,2012,DS,AguD
MT5168,Bohol,3.746947223,1,2,2012,DS,BohD
MT5168,Laguna,4.851848545,1,2,2012,DS,LagD
MT5168,Nueva Ecija,7.780593166,1,2,2012,DS,NueD
MT5169,Agusan,4.161009707,1,2,2012,DS,AguD
MT5169,Bohol,3.425729205,1,2,2012,DS,BohD
MT5169,Laguna,5.027781179,1,2,2012,DS,LagD
MT5169,Nueva Ecija,7.712733585,1,2,2012,DS,NueD
MT5170,Agusan,3.622273482,1,2,2012,DS,AguD
MT5170,Bohol,4.184170422,1,2,2012,DS,BohD
MT5170,Laguna,4.821720041,1,2,2012,DS,LagD
MT5170,Nueva Ecija,7.863737947,1,2,2012,DS,NueD
MT5171,Agusan,4.997319275,1,2,2012,DS,AguD
MT5171,Bohol,4.96609468,1,2,2012,DS,BohD
MT5171,Laguna,5.912897037,1,2,2012,DS,LagD
MT5171,Nueva Ecija,8.685304099,1,2,2012,DS,NueD
MT5172,Agusan,4.718919088,1,2,2012,DS,AguD
MT5172,Bohol,4.610294326,1,2,2012,DS,BohD
MT5172,Laguna,5.804897868,1,2,2012,DS,LagD
MT5172,Nueva Ecija,8.667954929,1,2,2012,DS,NueD
MT5173,Agusan,3.925960858,1,2,2012,DS,AguD
MT5173,Bohol,3.988635262,1,2,2012,DS,BohD
MT5173,Laguna,4.810136756,1,2,2012,DS,LagD
MT5173,Nueva Ecija,7.602484194,1,2,2012,DS,NueD
MT5174,Agusan,4.555313346,1,2,2012,DS,AguD
MT5174,Bohol,4.255088427,1,2,2012,DS,BohD
MT5174,Laguna,5.490428949,1,2,2012,DS,LagD
MT5174,Nueva Ecija,8.463991419,1,2,2012,DS,NueD
MT5175,Agusan,4.425286954,1,2,2012,DS,AguD
MT5175,Bohol,4.490153805,1,2,2012,DS,BohD
MT5175,Laguna,5.585895133,1,2,2012,DS,LagD
MT5175,Nueva Ecija,8.182909145,1,2,2012,DS,NueD
MT5176,Agusan,4.709537937,1,2,2012,DS,AguD
MT5176,Bohol,4.39539387,1,2,2012,DS,BohD
MT5176,Laguna,5.344613484,1,2,2012,DS,LagD
MT5176,Nueva Ecija,8.197191534,1,2,2012,DS,NueD
MT5177,Agusan,4.841560628,1,2,2012,DS,AguD
MT5177,Bohol,4.84938568,1,2,2012,DS,BohD
MT5177,Laguna,5.780186126,1,2,2012,DS,LagD
MT5177,Nueva Ecija,8.900730475,1,2,2012,DS,NueD
MT5178,Agusan,4.390611098,1,2,2012,DS,AguD
MT5178,Bohol,4.143590613,1,2,2012,DS,BohD
MT5178,Laguna,5.086558643,1,2,2012,DS,LagD
MT5178,Nueva Ecija,8.043321944,1,2,2012,DS,NueD
MT5179,Agusan,4.777886662,1,2,2012,DS,AguD
MT5179,Bohol,4.401026147,1,2,2012,DS,BohD
MT5179,Laguna,5.241684161,1,2,2012,DS,LagD
MT5179,Nueva Ecija,8.349466546,1,2,2012,DS,NueD
MT5180,Agusan,4.353103628,1,2,2012,DS,AguD
MT5180,Bohol,4.511179883,1,2,2012,DS,BohD
MT5180,Laguna,4.995416161,1,2,2012,DS,LagD
MT5180,Nueva Ecija,8.311392867,1,2,2012,DS,NueD
MT5181,Agusan,4.731927914,1,2,2012,DS,AguD
MT5181,Bohol,4.698121872,1,2,2012,DS,BohD
MT5181,Laguna,5.731334207,1,2,2012,DS,LagD
MT5181,Nueva Ecija,8.937660421,1,2,2012,DS,NueD
MT5182,Agusan,4.200654934,1,2,2012,DS,AguD
MT5182,Bohol,4.248820327,1,2,2012,DS,BohD
MT5182,Laguna,5.285695584,1,2,2012,DS,LagD
MT5182,Nueva Ecija,8.139885181,1,2,2012,DS,NueD
MT5183,Agusan,4.600388272,1,2,2012,DS,AguD
MT5183,Bohol,4.543514986,1,2,2012,DS,BohD
MT5183,Laguna,5.781077115,1,2,2012,DS,LagD
MT5183,Nueva Ecija,8.451897718,1,2,2012,DS,NueD
MT5184,Agusan,3.566528327,1,2,2012,DS,AguD
MT5184,Bohol,4.275540364,1,2,2012,DS,BohD
MT5184,Laguna,5.114694676,1,2,2012,DS,LagD
MT5184,Nueva Ecija,7.769402707,1,2,2012,DS,NueD
MT5185,Agusan,2.627658601,1,2,2012,DS,AguD
MT5185,Bohol,2.95521148,1,2,2012,DS,BohD
MT5185,Laguna,4.530947475,1,2,2012,DS,LagD
MT5185,Nueva Ecija,6.988306932,1,2,2012,DS,NueD
MT5186,Agusan,3.885176255,1,2,2012,DS,AguD
MT5186,Bohol,3.770180537,1,2,2012,DS,BohD
MT5186,Laguna,4.890470064,1,2,2012,DS,LagD
MT5186,Nueva Ecija,7.498602257,1,2,2012,DS,NueD
MT5187,Agusan,3.932828857,1,2,2012,DS,AguD
MT5187,Bohol,3.62250182,1,2,2012,DS,BohD
MT5187,Laguna,4.395229362,1,2,2012,DS,LagD
MT5187,Nueva Ecija,7.087650242,1,2,2012,DS,NueD
MT5188,Agusan,4.021966006,1,2,2012,DS,AguD
MT5188,Bohol,3.877173985,1,2,2012,DS,BohD
MT5188,Laguna,5.059525729,1,2,2012,DS,LagD
MT5188,Nueva Ecija,7.669386028,1,2,2012,DS,NueD
MT5189,Agusan,3.693689202,1,2,2012,DS,AguD
MT5189,Bohol,3.812967231,1,2,2012,DS,BohD
MT5189,Laguna,5.248237084,1,2,2012,DS,LagD
MT5189,Nueva Ecija,7.742169675,1,2,2012,DS,NueD
MT5190,Agusan,4.374037797,1,2,2012,DS,AguD
MT5190,Bohol,4.526679147,1,2,2012,DS,BohD
MT5190,Laguna,5.28376913,1,2,2012,DS,LagD
MT5190,Nueva Ecija,8.418001622,1,2,2012,DS,NueD
MT5191,Agusan,3.838641536,1,2,2012,DS,AguD
MT5191,Bohol,3.795200302,1,2,2012,DS,BohD
MT5191,Laguna,4.853620622,1,2,2012,DS,LagD
MT5191,Nueva Ecija,7.450382857,1,2,2012,DS,NueD
MT5192,Agusan,4.383316422,1,2,2012,DS,AguD
MT5192,Bohol,4.608602054,1,2,2012,DS,BohD
MT5192,Laguna,5.621881616,1,2,2012,DS,LagD
MT5192,Nueva Ecija,8.444219557,1,2,2012,DS,NueD
MT5193,Agusan,4.237334256,1,2,2012,DS,AguD
MT5193,Bohol,4.304498049,1,2,2012,DS,BohD
MT5193,Laguna,5.327005256,1,2,2012,DS,LagD
MT5193,Nueva Ecija,8.295366674,1,2,2012,DS,NueD
MT5194,Agusan,3.678575199,1,2,2012,DS,AguD
MT5194,Bohol,3.867067373,1,2,2012,DS,BohD
MT5194,Laguna,4.901052456,1,2,2012,DS,LagD
MT5194,Nueva Ecija,7.763658322,1,2,2012,DS,NueD
MT5195,Agusan,3.386860297,1,2,2012,DS,AguD
MT5195,Bohol,4.072635008,1,2,2012,DS,BohD
MT5195,Laguna,4.967347228,1,2,2012,DS,LagD
MT5195,Nueva Ecija,7.925780971,1,2,2012,DS,NueD
MT5196,Agusan,3.105806885,1,2,2012,DS,AguD
MT5196,Bohol,3.240564522,1,2,2012,DS,BohD
MT5196,Laguna,3.875457307,1,2,2012,DS,LagD
MT5196,Nueva Ecija,6.182859813,1,2,2012,DS,NueD
MT5197,Agusan,3.764999049,1,2,2012,DS,AguD
MT5197,Bohol,4.369595264,1,2,2012,DS,BohD
MT5197,Laguna,5.293948596,1,2,2012,DS,LagD
MT5197,Nueva Ecija,8.088342671,1,2,2012,DS,NueD
MT5198,Agusan,3.578688933,1,2,2012,DS,AguD
MT5198,Bohol,3.216197164,1,2,2012,DS,BohD
MT5198,Laguna,4.559754642,1,2,2012,DS,LagD
MT5198,Nueva Ecija,7.163720885,1,2,2012,DS,NueD
MT5199,Agusan,4.084959653,1,2,2012,DS,AguD
MT5199,Bohol,4.055131725,1,2,2012,DS,BohD
MT5199,Laguna,4.936706351,1,2,2012,DS,LagD
MT5199,Nueva Ecija,7.911448632,1,2,2012,DS,NueD
MT5200,Agusan,4.659390966,1,2,2012,DS,AguD
MT5200,Bohol,4.254356036,1,2,2012,DS,BohD
MT5200,Laguna,5.248201057,1,2,2012,DS,LagD
MT5200,Nueva Ecija,7.988634058,1,2,2012,DS,NueD
MT5201,Agusan,3.139709647,1,2,2012,DS,AguD
MT5201,Bohol,3.494952944,1,2,2012,DS,BohD
MT5201,Laguna,4.132637894,1,2,2012,DS,LagD
MT5201,Nueva Ecija,7.289987765,1,2,2012,DS,NueD
MT5202,Agusan,4.585958686,1,2,2012,DS,AguD
MT5202,Bohol,4.387844687,1,2,2012,DS,BohD
MT5202,Laguna,5.346111017,1,2,2012,DS,LagD
MT5202,Nueva Ecija,8.390074181,1,2,2012,DS,NueD
MT5203,Agusan,4.725503745,1,2,2012,DS,AguD
MT5203,Bohol,5.097581683,1,2,2012,DS,BohD
MT5203,Laguna,5.637357199,1,2,2012,DS,LagD
MT5203,Nueva Ecija,8.765121657,1,2,2012,DS,NueD
MT5204,Agusan,4.17121196,1,2,2012,DS,AguD
MT5204,Bohol,4.290185016,1,2,2012,DS,BohD
MT5204,Laguna,5.37605784,1,2,2012,DS,LagD
MT5204,Nueva Ecija,8.19661696,1,2,2012,DS,NueD
MT5205,Agusan,2.968107508,1,2,2012,DS,AguD
MT5205,Bohol,3.562019348,1,2,2012,DS,BohD
MT5205,Laguna,4.071274651,1,2,2012,DS,LagD
MT5205,Nueva Ecija,7.441532676,1,2,2012,DS,NueD
MT5206,Agusan,4.087047933,1,2,2012,DS,AguD
MT5206,Bohol,4.037218421,1,2,2012,DS,BohD
MT5206,Laguna,5.283115329,1,2,2012,DS,LagD
MT5206,Nueva Ecija,7.960525603,1,2,2012,DS,NueD
MT5207,Agusan,4.050474136,1,2,2012,DS,AguD
MT5207,Bohol,3.287573618,1,2,2012,DS,BohD
MT5207,Laguna,5.18872247,1,2,2012,DS,LagD
MT5207,Nueva Ecija,7.638027623,1,2,2012,DS,NueD
MT5208,Agusan,3.433350202,1,2,2012,DS,AguD
MT5208,Bohol,3.30252223,1,2,2012,DS,BohD
MT5208,Laguna,4.496407038,1,2,2012,DS,LagD
MT5208,Nueva Ecija,7.508407416,1,2,2012,DS,NueD
MT5209,Agusan,4.105726612,1,2,2012,DS,AguD
MT5209,Bohol,4.204960456,1,2,2012,DS,BohD
MT5209,Laguna,5.465681036,1,2,2012,DS,LagD
MT5209,Nueva Ecija,8.271112099,1,2,2012,DS,NueD
MT5210,Agusan,3.815367332,1,2,2012,DS,AguD
MT5210,Bohol,4.195304379,1,2,2012,DS,BohD
MT5210,Laguna,5.133133612,1,2,2012,DS,LagD
MT5210,Nueva Ecija,8.004081681,1,2,2012,DS,NueD
MT5211,Agusan,3.97261146,1,2,2012,DS,AguD
MT5211,Bohol,3.742573465,1,2,2012,DS,BohD
MT5211,Laguna,4.623644572,1,2,2012,DS,LagD
MT5211,Nueva Ecija,7.745477323,1,2,2012,DS,NueD
MT4147,Agusan,3.783806387,1,2,2012,WS,AguW
MT4147,Bohol,3.429575498,1,2,2012,WS,BohW
MT4147,Isabela,6.110734628,1,2,2012,WS,IsaW
MT4147,Laguna,5.017541491,1,2,2012,WS,LagW
MT4147,Nueva Ecija,4.12808289,1,2,2012,WS,NueW
MT4328,Agusan,3.7100511,1,2,2012,WS,AguW
MT4328,Bohol,3.455386929,1,2,2012,WS,BohW
MT4328,Isabela,5.976805704,1,2,2012,WS,IsaW
MT4328,Laguna,4.793172261,1,2,2012,WS,LagW
MT4328,Nueva Ecija,3.759081493,1,2,2012,WS,NueW
MT4329,Agusan,3.393820047,1,2,2012,WS,AguW
MT4329,Bohol,2.959592595,1,2,2012,WS,BohW
MT4329,Isabela,6.056998153,1,2,2012,WS,IsaW
MT4329,Laguna,5.017284258,1,2,2012,WS,LagW
MT4329,Nueva Ecija,3.882129365,1,2,2012,WS,NueW
MT4330,Agusan,3.570841753,1,2,2012,WS,AguW
MT4330,Bohol,3.551809373,1,2,2012,WS,BohW
MT4330,Isabela,6.892821552,1,2,2012,WS,IsaW
MT4330,Laguna,5.262745746,1,2,2012,WS,LagW
MT4330,Nueva Ecija,4.404049706,1,2,2012,WS,NueW
MT4331,Agusan,3.503481378,1,2,2012,WS,AguW
MT4331,Bohol,2.892227976,1,2,2012,WS,BohW
MT4331,Isabela,5.882732976,1,2,2012,WS,IsaW
MT4331,Laguna,4.26800703,1,2,2012,WS,LagW
MT4331,Nueva Ecija,3.778460069,1,2,2012,WS,NueW
MT4332,Agusan,3.581466671,1,2,2012,WS,AguW
MT4332,Bohol,3.90143139,1,2,2012,WS,BohW
MT4332,Isabela,6.223596941,1,2,2012,WS,IsaW
MT4332,Laguna,5.27445936,1,2,2012,WS,LagW
MT4332,Nueva Ecija,4.505081551,1,2,2012,WS,NueW
MT4333,Agusan,3.84471227,1,2,2012,WS,AguW
MT4333,Bohol,3.253079682,1,2,2012,WS,BohW
MT4333,Isabela,6.021022429,1,2,2012,WS,IsaW
MT4333,Laguna,5.433457453,1,2,2012,WS,LagW
MT4333,Nueva Ecija,3.880814373,1,2,2012,WS,NueW
MT4336,Agusan,3.65268424,1,2,2012,WS,AguW
MT4336,Bohol,2.965520764,1,2,2012,WS,BohW
MT4336,Isabela,6.158355526,1,2,2012,WS,IsaW
MT4336,Laguna,4.810552692,1,2,2012,WS,LagW
MT4336,Nueva Ecija,4.028504666,1,2,2012,WS,NueW
MT4343,Agusan,3.682236408,1,2,2012,WS,AguW
MT4343,Bohol,2.918623197,1,2,2012,WS,BohW
MT4343,Isabela,6.139927826,1,2,2012,WS,IsaW
MT4343,Laguna,4.860941581,1,2,2012,WS,LagW
MT4343,Nueva Ecija,3.473853502,1,2,2012,WS,NueW
MT4344,Agusan,3.87087075,1,2,2012,WS,AguW
MT4344,Bohol,3.470188113,1,2,2012,WS,BohW
MT4344,Isabela,5.488220736,1,2,2012,WS,IsaW
MT4344,Laguna,4.603655608,1,2,2012,WS,LagW
MT4344,Nueva Ecija,3.616705107,1,2,2012,WS,NueW
MT4345,Agusan,2.952746548,1,2,2012,WS,AguW
MT4345,Bohol,2.82898198,1,2,2012,WS,BohW
MT4345,Isabela,5.430245779,1,2,2012,WS,IsaW
MT4345,Laguna,4.480697895,1,2,2012,WS,LagW
MT4345,Nueva Ecija,3.513950023,1,2,2012,WS,NueW
MT4347,Agusan,2.733360867,1,2,2012,WS,AguW
MT4347,Bohol,2.496178701,1,2,2012,WS,BohW
MT4347,Isabela,5.394618358,1,2,2012,WS,IsaW
MT4347,Laguna,4.625040109,1,2,2012,WS,LagW
MT4347,Nueva Ecija,3.107248904,1,2,2012,WS,NueW
MT4348,Agusan,3.196229495,1,2,2012,WS,AguW
MT4348,Bohol,3.227483217,1,2,2012,WS,BohW
MT4348,Isabela,5.58308114,1,2,2012,WS,IsaW
MT4348,Laguna,4.890287068,1,2,2012,WS,LagW
MT4348,Nueva Ecija,3.829578203,1,2,2012,WS,NueW
MT4349,Agusan,3.476525697,1,2,2012,WS,AguW
MT4349,Bohol,3.418043678,1,2,2012,WS,BohW
MT4349,Isabela,5.919273097,1,2,2012,WS,IsaW
MT4349,Laguna,4.968512979,1,2,2012,WS,LagW
MT4349,Nueva Ecija,3.891733174,1,2,2012,WS,NueW
MT4355,Agusan,3.404544137,1,2,2012,WS,AguW
MT4355,Bohol,3.517313635,1,2,2012,WS,BohW
MT4355,Isabela,6.170052299,1,2,2012,WS,IsaW
MT4355,Laguna,4.890251328,1,2,2012,WS,LagW
MT4355,Nueva Ecija,4.091604769,1,2,2012,WS,NueW
MT4360,Agusan,3.452558113,1,2,2012,WS,AguW
MT4360,Bohol,3.09854112,1,2,2012,WS,BohW
MT4360,Isabela,5.486513781,1,2,2012,WS,IsaW
MT4360,Laguna,4.915144311,1,2,2012,WS,LagW
MT4360,Nueva Ecija,3.572388512,1,2,2012,WS,NueW
MT4361,Agusan,3.542809615,1,2,2012,WS,AguW
MT4361,Bohol,3.219899944,1,2,2012,WS,BohW
MT4361,Isabela,6.059323749,1,2,2012,WS,IsaW
MT4361,Laguna,4.454691425,1,2,2012,WS,LagW
MT4361,Nueva Ecija,4.18169864,1,2,2012,WS,NueW
MT4364,Agusan,3.31598748,1,2,2012,WS,AguW
MT4364,Bohol,3.210606034,1,2,2012,WS,BohW
MT4364,Isabela,5.822965376,1,2,2012,WS,IsaW
MT4364,Laguna,4.791746038,1,2,2012,WS,LagW
MT4364,Nueva Ecija,3.332938272,1,2,2012,WS,NueW
MT4368,Agusan,3.807760868,1,2,2012,WS,AguW
MT4368,Bohol,3.409284753,1,2,2012,WS,BohW
MT4368,Isabela,6.25618951,1,2,2012,WS,IsaW
MT4368,Laguna,5.455134771,1,2,2012,WS,LagW
MT4368,Nueva Ecija,4.412521572,1,2,2012,WS,NueW
MT4370,Agusan,3.505819233,1,2,2012,WS,AguW
MT4370,Bohol,2.996504246,1,2,2012,WS,BohW
MT4370,Isabela,5.676684571,1,2,2012,WS,IsaW
MT4370,Laguna,4.944409595,1,2,2012,WS,LagW
MT4370,Nueva Ecija,3.677113478,1,2,2012,WS,NueW
MT4371,Agusan,3.684580477,1,2,2012,WS,AguW
MT4371,Bohol,2.859319967,1,2,2012,WS,BohW
MT4371,Isabela,5.584918901,1,2,2012,WS,IsaW
MT4371,Laguna,5.020957357,1,2,2012,WS,LagW
MT4371,Nueva Ecija,3.411875563,1,2,2012,WS,NueW
MT4374,Agusan,4.091458822,1,2,2012,WS,AguW
MT4374,Bohol,3.690459936,1,2,2012,WS,BohW
MT4374,Isabela,6.684858485,1,2,2012,WS,IsaW
MT4374,Laguna,5.598797875,1,2,2012,WS,LagW
MT4374,Nueva Ecija,4.603581944,1,2,2012,WS,NueW
MT4375,Agusan,4.06197735,1,2,2012,WS,AguW
MT4375,Bohol,3.948010447,1,2,2012,WS,BohW
MT4375,Isabela,6.272747294,1,2,2012,WS,IsaW
MT4375,Laguna,5.125387985,1,2,2012,WS,LagW
MT4375,Nueva Ecija,4.50107921,1,2,2012,WS,NueW
MT4378,Agusan,3.520055695,1,2,2012,WS,AguW
MT4378,Bohol,3.178191872,1,2,2012,WS,BohW
MT4378,Isabela,5.933847464,1,2,2012,WS,IsaW
MT4378,Laguna,4.739859604,1,2,2012,WS,LagW
MT4378,Nueva Ecija,3.85595688,1,2,2012,WS,NueW
MT4381,Agusan,3.369383435,1,2,2012,WS,AguW
MT4381,Bohol,3.093675235,1,2,2012,WS,BohW
MT4381,Isabela,5.862815482,1,2,2012,WS,IsaW
MT4381,Laguna,4.694780841,1,2,2012,WS,LagW
MT4381,Nueva Ecija,3.429444663,1,2,2012,WS,NueW
MT4382,Agusan,3.026520318,1,2,2012,WS,AguW
MT4382,Bohol,2.782528384,1,2,2012,WS,BohW
MT4382,Isabela,5.587830927,1,2,2012,WS,IsaW
MT4382,Laguna,3.300924749,1,2,2012,WS,LagW
MT4382,Nueva Ecija,2.915545998,1,2,2012,WS,NueW
MT4388,Agusan,4.253434019,1,2,2012,WS,AguW
MT4388,Bohol,3.520475279,1,2,2012,WS,BohW
MT4388,Isabela,6.829389445,1,2,2012,WS,IsaW
MT4388,Laguna,5.296355533,1,2,2012,WS,LagW
MT4388,Nueva Ecija,4.296516995,1,2,2012,WS,NueW
MT4389,Agusan,3.825863563,1,2,2012,WS,AguW
MT4389,Bohol,3.339999924,1,2,2012,WS,BohW
MT4389,Isabela,5.892405443,1,2,2012,WS,IsaW
MT4389,Laguna,4.592872445,1,2,2012,WS,LagW
MT4389,Nueva Ecija,3.760704912,1,2,2012,WS,NueW
MT4393,Agusan,3.709383288,1,2,2012,WS,AguW
MT4393,Bohol,2.888963467,1,2,2012,WS,BohW
MT4393,Isabela,5.889790411,1,2,2012,WS,IsaW
MT4393,Laguna,4.863697765,1,2,2012,WS,LagW
MT4393,Nueva Ecija,3.903202907,1,2,2012,WS,NueW
MT4396,Agusan,3.67166037,1,2,2012,WS,AguW
MT4396,Bohol,3.363935038,1,2,2012,WS,BohW
MT4396,Isabela,6.408993684,1,2,2012,WS,IsaW
MT4396,Laguna,5.214944479,1,2,2012,WS,LagW
MT4396,Nueva Ecija,4.344698141,1,2,2012,WS,NueW
MT4400,Agusan,2.904356583,1,2,2012,WS,AguW
MT4400,Bohol,2.742395083,1,2,2012,WS,BohW
MT4400,Isabela,5.416699859,1,2,2012,WS,IsaW
MT4400,Laguna,4.666696337,1,2,2012,WS,LagW
MT4400,Nueva Ecija,3.067292543,1,2,2012,WS,NueW
MT4402,Agusan,3.625298202,1,2,2012,WS,AguW
MT4402,Bohol,2.867859764,1,2,2012,WS,BohW
MT4402,Isabela,6.093415579,1,2,2012,WS,IsaW
